Unnamed: 0,Year,Movie,Video_ID,Views,Likes,Comments,IMDb_Rating,numVotes,key,Gross,clean_title
226,2024.0,Challengers,VobTTbg-te0,9512121.0,23462.0,1938.0,7.0,154643.0,challengers,34641023.0,challengers
227,2024.0,Arthur the King,wjDJNEPghNY,11849276.0,26737.0,1317.0,7.0,34258.0,arthur the king,33018144.0,arthur the king
228,2024.0,Monkey Man,g8zxiB5Qhsc,22595743.0,356724.0,19132.0,6.8,91555.0,monkey man,32940676.0,monkey man
229,2024.0,Abigail,3PsP8MFH8p0,6609217.0,65005.0,5228.0,6.6,96880.0,abigail,30920915.0,abigail
230,2024.0,Mobile Suit Gundam Seed Freedom,Gsj6ToFTGgc,901145.0,10877.0,1471.0,6.6,953.0,mobile suit gundam seed freedom,30149103.0,mobile suit gundam seed freedom
231,2024.0,The Roundup: Punishment,0phxk3pV6hI,277601.0,1246.0,39.0,6.6,5273.0,the roundup punishment,29793438.0,the roundup punishment
232,2024.0,A Strange House,r4yPoXuQBg0,21163.0,141.0,17.0,5.5,321.0,a strange house,27371919.0,a strange house
233,2024.0,The Master and Margarita,Iy8dEW_Jjak,25418.0,274.0,53.0,,,the master and margarita,26152311.0,the master and margarita
234,2024.0,Back to Black,rYzIOBwyhIU,13681506.0,30356.0,3113.0,6.3,26638.0,back to black,25445673.0,back to black
235,2024.0,Doraemon the Movie: Nobita's Earth Symphony,fAfFd2jRT0U,209451.0,1563.0,0.0,6.6,1495.0,doraemon the movie nobitas earth symphony,25139030.0,doraemon the movie nobitas earth symphony
236,2024.0,Chantal in Fairyland,p_-ohv-2Z4M,12960.0,75.0,1.0,4.6,2644.0,chantal in fairyland,24074319.0,chantal in fairyland
237,2024.0,Wicked Little Letters,SeTeCWbF8KY,682483.0,2444.0,614.0,,,wicked little letters,23761961.0,wicked little letters
238,2024.0,Immaculate,MACU-2pqVOI,1402474.0,7040.0,558.0,5.8,52728.0,immaculate,22314913.0,immaculate
239,2024.0,Mai,ckf4lDFyL8w,161220.0,778.0,142.0,6.8,1516.0,mai,21714524.0,mai
240,2024.0,Autumn and the Black Jaguar,Y7wWZsTRr4I,353023.0,1140.0,46.0,5.6,1000.0,autumn and the black jaguar,21429423.0,autumn and the black jaguar
241,2024.0,Lyod 3,u49qkPDHEWM,3451.0,65.0,67.0,6.0,303.0,lyod 3,20615744.0,lyod 3
242,2024.0,Cabrini,02S9IcBPefw,1173502.0,4692.0,432.0,7.3,8735.0,cabrini,20232172.0,cabrini
